kode_kab,kab/kota,Week,Date,Confirmed,Recovered,Deaths,Active
3201,Kabupaten Bogor,1,14/03/20,1,0,0,1
3201,Kabupaten Bogor,2,21/03/20,5,0,0,5
3201,Kabupaten Bogor,3,28/03/20,7,1,0,6
3201,Kabupaten Bogor,4,04/04/20,27,1,1,25
3201,Kabupaten Bogor,5,11/04/20,41,2,3,36
3201,Kabupaten Bogor,6,18/04/20,60,5,3,52
3201,Kabupaten Bogor,7,25/04/20,84,5,4,75
3201,Kabupaten Bogor,8,02/05/20,87,6,4,77
3201,Kabupaten Bogor,9,09/05/20,99,6,4,89
3201,Kabupaten Bogor,10,16/05/20,122,17,7,98
3201,Kabupaten Bogor,11,23/05/20,164,19,8,137
3201,Kabupaten Bogor,12,30/05/20,187,19,8,160
3201,Kabupaten Bogor,13,06/06/20,196,21,8,167
3201,Kabupaten Bogor,14,13/06/20,242,48,8,186
3201,Kabupaten Bogor,15,20/06/20,259,52,8,199
3201,Kabupaten Bogor,16,27/06/20,281,52,8,221
3201,Kabupaten Bogor,17,04/07/20,308,53,8,247
3201,Kabupaten Bogor,18,11/07/20,333,53,8,272
3201,Kabupaten Bogor,19,18/07/20,373,113,9,251
3201,Kabupaten Bogor,20,25/07/20,410,166,11,233
3201,Kabupaten Bogor,21,01/08/20,493,176,11,306
3201,Kabupaten Bogor,22,08/08/20,550,177,11,362
3201,Kabupaten Bogor,23,15/08/20,593,214,11,368
3201,Kabupaten Bogor,24,22/08/20,634,220,16,398
3201,Kabupaten Bogor,25,29/08/20,743,246,16,481
3201,Kabupaten Bogor,26,05/09/20,848,246,16,586
3201,Kabupaten Bogor,27,12/09/20,980,268,16,696
3201,Kabupaten Bogor,28,19/09/20,1177,461,16,700
3201,Kabupaten Bogor,29,26/09/20,1578,632,16,930
3201,Kabupaten Bogor,30,03/10/20,1925,632,16,1277
3201,Kabupaten Bogor,31,10/10/20,2298,838,16,1444
3201,Kabupaten Bogor,32,17/10/20,2613,1158,16,1439
3201,Kabupaten Bogor,33,24/10/20,2944,1561,16,1367
3201,Kabupaten Bogor,34,31/10/20,3250,1971,16,1263
3201,Kabupaten Bogor,35,07/11/20,3591,2428,16,1147
3201,Kabupaten Bogor,36,14/11/20,3925,2886,16,1023
3201,Kabupaten Bogor,37,21/11/20,3943,3488,16,439
3201,Kabupaten Bogor,38,28/11/20,3945,3873,16,56
3201,Kabupaten Bogor,39,05/12/20,3965,3926,16,23
3201,Kabupaten Bogor,40,12/12/20,3992,3938,16,38
3201,Kabupaten Bogor,41,19/12/20,4231,3950,16,265
3201,Kabupaten Bogor,42,26/12/20,4274,4136,16,122
3201,Kabupaten Bogor,43,02/01/21,4295,4239,16,40
3201,Kabupaten Bogor,44,09/01/21,4310,4278,16,16
,,,,,,,,,,,,,,,
3202,Kabupaten Sukabumi,1,28/03/20,1,1,0,0
3202,Kabupaten Sukabumi,2,04/04/20,1,1,0,0
3202,Kabupaten Sukabumi,3,11/04/20,4,1,0,3
3202,Kabupaten Sukabumi,4,18/04/20,4,2,0,2
3202,Kabupaten Sukabumi,5,25/04/20,7,2,0,5
3202,Kabupaten Sukabumi,6,02/05/20,12,2,0,10
3202,Kabupaten Sukabumi,7,09/05/20,17,2,0,15
3202,Kabupaten Sukabumi,8,16/05/20,18,2,0,16
3202,Kabupaten Sukabumi,9,23/05/20,21,5,0,16
3202,Kabupaten Sukabumi,10,30/05/20,21,5,0,16
3202,Kabupaten Sukabumi,11,06/06/20,23,7,0,16
3202,Kabupaten Sukabumi,12,13/06/20,26,7,0,19
3202,Kabupaten Sukabumi,13,20/06/20,30,7,0,23
3202,Kabupaten Sukabumi,14,27/06/20,31,23,0,8
3202,Kabupaten Sukabumi,15,04/07/20,33,23,0,10
3202,Kabupaten Sukabumi,16,11/07/20,40,23,0,17
3202,Kabupaten Sukabumi,17,18/07/20,47,29,0,18
3202,Kabupaten Sukabumi,18,25/07/20,52,37,0,15
3202,Kabupaten Sukabumi,19,01/08/20,77,65,0,12
3202,Kabupaten Sukabumi,20,08/08/20,79,73,0,6
3202,Kabupaten Sukabumi,21,15/08/20,93,76,2,15
3202,Kabupaten Sukabumi,22,22/08/20,97,79,2,16
3202,Kabupaten Sukabumi,23,29/08/20,114,88,3,23
3202,Kabupaten Sukabumi,24,05/09/20,120,91,3,26
3202,Kabupaten Sukabumi,25,12/09/20,132,104,3,25
3202,Kabupaten Sukabumi,26,19/09/20,147,106,3,38
3202,Kabupaten Sukabumi,27,26/09/20,181,129,4,48
3202,Kabupaten Sukabumi,28,03/10/20,239,142,4,93
3202,Kabupaten Sukabumi,29,10/10/20,312,178,4,130
3202,Kabupaten Sukabumi,30,17/10/20,380,263,4,113
3202,Kabupaten Sukabumi,31,24/10/20,516,327,4,185
3202,Kabupaten Sukabumi,32,31/10/20,614,458,7,149
3202,Kabupaten Sukabumi,33,07/11/20,750,535,17,198
3202,Kabupaten Sukabumi,34,14/11/20,1131,705,18,408
3202,Kabupaten Sukabumi,35,21/11/20,1134,733,18,383
3202,Kabupaten Sukabumi,36,28/11/20,1366,1108,18,240
3202,Kabupaten Sukabumi,37,05/12/20,1396,1211,18,167
3202,Kabupaten Sukabumi,38,12/12/20,1728,1375,18,335
3202,Kabupaten Sukabumi,39,19/12/20,1789,1549,18,222
3202,Kabupaten Sukabumi,40,26/12/20,1863,1714,18,131
3202,Kabupaten Sukabumi,41,02/01/21,2074,1844,33,197
3202,Kabupaten Sukabumi,42,09/01/21,2345,1845,34,466
,,,,,,,,,,,,,,,
3203,Kabupaten Cianjur,1,18/04/20,1,0,0,1
3203,Kabupaten Cianjur,2,25/04/20,1,0,1,0
3203,Kabupaten Cianjur,3,02/05/20,5,0,1,4
3203,Kabupaten Cianjur,4,09/05/20,8,0,1,7
3203,Kabupaten Cianjur,5,16/05/20,11,0,1,10
3203,Kabupaten Cianjur,6,23/05/20,14,2,1,11
3203,Kabupaten Cianjur,7,30/05/20,15,2,1,12
3203,Kabupaten Cianjur,8,06/06/20,16,2,1,13
3203,Kabupaten Cianjur,9,13/06/20,16,2,1,13
3203,Kabupaten Cianjur,10,20/06/20,17,2,1,14
3203,Kabupaten Cianjur,11,27/06/20,19,2,1,16
3203,Kabupaten Cianjur,12,04/07/20,19,2,1,16
3203,Kabupaten Cianjur,13,11/07/20,24,10,1,13
3203,Kabupaten Cianjur,14,18/07/20,35,10,1,24
3203,Kabupaten Cianjur,15,25/07/20,37,10,1,26
3203,Kabupaten Cianjur,16,01/08/20,39,15,1,23
3203,Kabupaten Cianjur,17,08/08/20,43,24,2,17
3203,Kabupaten Cianjur,18,15/08/20,56,28,2,26
3203,Kabupaten Cianjur,19,22/08/20,56,32,2,22
3203,Kabupaten Cianjur,20,29/08/20,64,32,2,30
3203,Kabupaten Cianjur,21,05/09/20,72,32,2,38
3203,Kabupaten Cianjur,22,12/09/20,78,43,2,33
3203,Kabupaten Cianjur,23,19/09/20,83,54,2,27
3203,Kabupaten Cianjur,24,26/09/20,87,61,2,24
3203,Kabupaten Cianjur,25,03/10/20,92,61,2,29
3203,Kabupaten Cianjur,26,10/10/20,94,71,2,21
3203,Kabupaten Cianjur,27,17/10/20,100,81,2,17
3203,Kabupaten Cianjur,28,24/10/20,146,85,2,59
3203,Kabupaten Cianjur,29,31/10/20,149,91,2,56
3203,Kabupaten Cianjur,30,07/11/20,153,97,2,54
3203,Kabupaten Cianjur,31,14/11/20,160,144,2,14
3203,Kabupaten Cianjur,32,21/11/20,165,149,2,14
3203,Kabupaten Cianjur,33,28/11/20,165,159,2,4
3203,Kabupaten Cianjur,34,05/12/20,205,163,2,40
3203,Kabupaten Cianjur,35,12/12/20,210,203,2,5
3203,Kabupaten Cianjur,36,19/12/20,220,205,2,13
3203,Kabupaten Cianjur,37,26/12/20,221,207,2,12
3203,Kabupaten Cianjur,38,02/01/21,221,219,2,0
3203,Kabupaten Cianjur,39,09/01/21,221,219,2,0
,,,,,,,,,,,,,,,
3204,Kabupaten Bandung,1,21/03/20,3,0,2,1
3204,Kabupaten Bandung,2,28/03/20,5,0,2,3
3204,Kabupaten Bandung,3,04/04/20,6,0,2,4
3204,Kabupaten Bandung,4,11/04/20,20,0,2,18
3204,Kabupaten Bandung,5,18/04/20,33,1,2,30
3204,Kabupaten Bandung,6,25/04/20,41,2,2,37
3204,Kabupaten Bandung,7,02/05/20,49,6,4,39
3204,Kabupaten Bandung,8,09/05/20,60,9,4,47
3204,Kabupaten Bandung,9,16/05/20,64,12,4,48
3204,Kabupaten Bandung,10,23/05/20,67,12,4,51
3204,Kabupaten Bandung,11,30/05/20,73,15,5,53
3204,Kabupaten Bandung,12,06/06/20,73,15,5,53
3204,Kabupaten Bandung,13,13/06/20,76,51,5,20
3204,Kabupaten Bandung,14,20/06/20,92,56,5,31
3204,Kabupaten Bandung,15,27/06/20,108,73,5,30
3204,Kabupaten Bandung,16,04/07/20,120,81,5,34
3204,Kabupaten Bandung,17,11/07/20,133,97,5,31
3204,Kabupaten Bandung,18,18/07/20,153,107,5,41
3204,Kabupaten Bandung,19,25/07/20,176,116,5,55
3204,Kabupaten Bandung,20,01/08/20,214,140,5,69
3204,Kabupaten Bandung,21,08/08/20,303,143,6,154
3204,Kabupaten Bandung,22,15/08/20,392,156,6,230
3204,Kabupaten Bandung,23,22/08/20,435,258,7,170
3204,Kabupaten Bandung,24,29/08/20,485,330,8,147
3204,Kabupaten Bandung,25,05/09/20,540,390,12,138
3204,Kabupaten Bandung,26,12/09/20,595,456,12,127
3204,Kabupaten Bandung,27,19/09/20,627,484,12,131
3204,Kabupaten Bandung,28,26/09/20,657,501,12,144
3204,Kabupaten Bandung,29,03/10/20,705,515,12,178
3204,Kabupaten Bandung,30,10/10/20,757,548,12,197
3204,Kabupaten Bandung,31,17/10/20,787,621,15,151
3204,Kabupaten Bandung,32,24/10/20,946,656,15,275
3204,Kabupaten Bandung,33,31/10/20,982,699,15,268
3204,Kabupaten Bandung,34,07/11/20,1134,759,15,360
3204,Kabupaten Bandung,35,14/11/20,1564,906,21,637
3204,Kabupaten Bandung,36,21/11/20,1779,1101,21,657
3204,Kabupaten Bandung,37,28/11/20,2017,1437,21,559
3204,Kabupaten Bandung,38,05/12/20,2295,1761,21,513
3204,Kabupaten Bandung,39,12/12/20,2769,2090,22,657
3204,Kabupaten Bandung,40,19/12/20,3238,2581,22,635
3204,Kabupaten Bandung,41,26/12/20,3504,2627,22,855
3204,Kabupaten Bandung,42,02/01/21,4001,3270,22,709
3204,Kabupaten Bandung,43,09/01/21,4419,3640,22,757
,,,,,,,,,,,,,,,
3205,Kabupaten Garut,1,04/04/20,1,0,0,1
3205,Kabupaten Garut,2,11/04/20,2,0,0,2
3205,Kabupaten Garut,3,18/04/20,3,0,0,3
3205,Kabupaten Garut,4,25/04/20,3,0,0,3
3205,Kabupaten Garut,5,02/05/20,6,0,0,6
3205,Kabupaten Garut,6,09/05/20,6,0,0,6
3205,Kabupaten Garut,7,16/05/20,6,0,0,6
3205,Kabupaten Garut,8,23/05/20,13,0,0,13
3205,Kabupaten Garut,9,30/05/20,15,7,2,6
3205,Kabupaten Garut,10,06/06/20,21,9,3,9
3205,Kabupaten Garut,11,13/06/20,22,9,3,10
3205,Kabupaten Garut,12,20/06/20,24,9,3,12
3205,Kabupaten Garut,13,27/06/20,25,15,3,7
3205,Kabupaten Garut,14,04/07/20,26,15,3,8
3205,Kabupaten Garut,15,11/07/20,26,22,3,1
3205,Kabupaten Garut,16,18/07/20,27,22,3,2
3205,Kabupaten Garut,17,25/07/20,36,22,3,11
3205,Kabupaten Garut,18,01/08/20,37,27,3,7
3205,Kabupaten Garut,19,08/08/20,49,29,3,17
3205,Kabupaten Garut,20,15/08/20,61,32,3,26
3205,Kabupaten Garut,21,22/08/20,78,41,3,34
3205,Kabupaten Garut,22,29/08/20,80,41,3,36
3205,Kabupaten Garut,23,05/09/20,94,58,3,33
3205,Kabupaten Garut,24,12/09/20,98,58,3,37
3205,Kabupaten Garut,25,19/09/20,105,60,3,42
3205,Kabupaten Garut,26,26/09/20,190,116,6,68
3205,Kabupaten Garut,27,03/10/20,246,178,10,58
3205,Kabupaten Garut,28,10/10/20,292,221,12,59
3205,Kabupaten Garut,29,17/10/20,299,231,13,55
3205,Kabupaten Garut,30,24/10/20,305,232,13,60
3205,Kabupaten Garut,31,31/10/20,441,402,15,24
3205,Kabupaten Garut,32,07/11/20,455,412,15,28
3205,Kabupaten Garut,33,14/11/20,467,421,15,31
3205,Kabupaten Garut,34,21/11/20,776,449,15,312
3205,Kabupaten Garut,35,28/11/20,884,478,15,391
3205,Kabupaten Garut,36,05/12/20,1616,767,17,832
3205,Kabupaten Garut,37,12/12/20,2076,1086,25,965
3205,Kabupaten Garut,38,19/12/20,2420,1607,31,782
3205,Kabupaten Garut,39,26/12/20,2497,1928,31,538
3205,Kabupaten Garut,40,02/01/21,2686,2401,31,254
3205,Kabupaten Garut,41,09/01/21,3477,2553,31,893
,,,,,,,,,,,,,,,
3206,Kabupaten Tasikmalaya,1,11/04/20,1,0,0,1
3206,Kabupaten Tasikmalaya,2,18/04/20,1,0,0,1
3206,Kabupaten Tasikmalaya,3,25/04/20,1,0,0,1
3206,Kabupaten Tasikmalaya,4,02/05/20,1,0,0,1
3206,Kabupaten Tasikmalaya,5,09/05/20,2,0,0,2
3206,Kabupaten Tasikmalaya,6,16/05/20,2,0,0,2
3206,Kabupaten Tasikmalaya,7,23/05/20,4,0,0,4
3206,Kabupaten Tasikmalaya,8,30/05/20,5,0,0,5
3206,Kabupaten Tasikmalaya,9,06/06/20,5,0,0,5
3206,Kabupaten Tasikmalaya,10,13/06/20,5,1,0,4
3206,Kabupaten Tasikmalaya,11,20/06/20,5,1,0,4
3206,Kabupaten Tasikmalaya,12,27/06/20,5,3,0,2
3206,Kabupaten Tasikmalaya,13,04/07/20,5,3,0,2
3206,Kabupaten Tasikmalaya,14,11/07/20,8,3,0,5
3206,Kabupaten Tasikmalaya,15,18/07/20,11,3,0,8
3206,Kabupaten Tasikmalaya,16,25/07/20,31,3,0,28
3206,Kabupaten Tasikmalaya,17,01/08/20,34,3,0,31
3206,Kabupaten Tasikmalaya,18,08/08/20,38,3,0,35
3206,Kabupaten Tasikmalaya,19,15/08/20,40,3,0,37
3206,Kabupaten Tasikmalaya,20,22/08/20,41,3,0,38
3206,Kabupaten Tasikmalaya,21,29/08/20,44,3,0,41
3206,Kabupaten Tasikmalaya,22,05/09/20,46,32,2,12
3206,Kabupaten Tasikmalaya,23,12/09/20,49,39,2,8
3206,Kabupaten Tasikmalaya,24,19/09/20,52,39,2,11
3206,Kabupaten Tasikmalaya,25,26/09/20,54,39,2,13
3206,Kabupaten Tasikmalaya,26,03/10/20,57,39,2,16
3206,Kabupaten Tasikmalaya,27,10/10/20,59,41,2,16
3206,Kabupaten Tasikmalaya,28,17/10/20,79,50,2,27
3206,Kabupaten Tasikmalaya,29,24/10/20,100,52,2,46
3206,Kabupaten Tasikmalaya,30,31/10/20,102,55,2,45
3206,Kabupaten Tasikmalaya,31,07/11/20,115,75,2,38
3206,Kabupaten Tasikmalaya,32,14/11/20,132,90,2,40
3206,Kabupaten Tasikmalaya,33,21/11/20,319,113,2,204
3206,Kabupaten Tasikmalaya,34,28/11/20,319,178,2,139
3206,Kabupaten Tasikmalaya,35,05/12/20,321,317,2,2
3206,Kabupaten Tasikmalaya,36,12/12/20,322,318,2,2
3206,Kabupaten Tasikmalaya,37,19/12/20,324,319,2,3
3206,Kabupaten Tasikmalaya,38,26/12/20,324,320,2,2
3206,Kabupaten Tasikmalaya,39,02/01/21,325,322,2,1
3206,Kabupaten Tasikmalaya,40,09/01/21,325,323,2,0
,,,,,,,,,,,,,,,
3207,Kabupaten Ciamis,1,11/04/20,2,0,0,2
3207,Kabupaten Ciamis,2,18/04/20,2,0,0,2
3207,Kabupaten Ciamis,3,25/04/20,3,2,0,1
3207,Kabupaten Ciamis,4,02/05/20,4,2,0,2
3207,Kabupaten Ciamis,5,09/05/20,5,2,0,3
3207,Kabupaten Ciamis,6,16/05/20,6,2,0,4
3207,Kabupaten Ciamis,7,23/05/20,7,2,0,5
3207,Kabupaten Ciamis,8,30/05/20,7,3,0,4
3207,Kabupaten Ciamis,9,06/06/20,7,3,0,4
3207,Kabupaten Ciamis,10,13/06/20,8,4,0,4
3207,Kabupaten Ciamis,11,20/06/20,11,6,1,4
3207,Kabupaten Ciamis,12,27/06/20,13,7,1,5
3207,Kabupaten Ciamis,13,04/07/20,15,7,1,7
3207,Kabupaten Ciamis,14,11/07/20,18,7,1,10
3207,Kabupaten Ciamis,15,18/07/20,19,15,1,3
3207,Kabupaten Ciamis,16,25/07/20,20,18,1,1
3207,Kabupaten Ciamis,17,01/08/20,20,18,1,1
3207,Kabupaten Ciamis,18,08/08/20,21,18,1,2
3207,Kabupaten Ciamis,19,15/08/20,22,18,1,3
3207,Kabupaten Ciamis,20,22/08/20,24,19,1,4
3207,Kabupaten Ciamis,21,29/08/20,30,22,1,7
3207,Kabupaten Ciamis,22,05/09/20,33,27,1,5
3207,Kabupaten Ciamis,23,12/09/20,41,30,2,9
3207,Kabupaten Ciamis,24,19/09/20,51,33,2,16
3207,Kabupaten Ciamis,25,26/09/20,72,37,2,33
3207,Kabupaten Ciamis,26,03/10/20,92,47,5,40
3207,Kabupaten Ciamis,27,10/10/20,127,55,5,67
3207,Kabupaten Ciamis,28,17/10/20,143,84,5,54
3207,Kabupaten Ciamis,29,24/10/20,192,115,6,71
3207,Kabupaten Ciamis,30,31/10/20,207,120,8,79
3207,Kabupaten Ciamis,31,07/11/20,214,131,8,75
3207,Kabupaten Ciamis,32,14/11/20,220,185,9,26
3207,Kabupaten Ciamis,33,21/11/20,295,204,9,82
3207,Kabupaten Ciamis,34,28/11/20,318,214,9,95
3207,Kabupaten Ciamis,35,05/12/20,376,262,9,105
3207,Kabupaten Ciamis,36,12/12/20,404,322,12,70
3207,Kabupaten Ciamis,37,19/12/20,531,388,15,128
3207,Kabupaten Ciamis,38,26/12/20,537,393,16,128
3207,Kabupaten Ciamis,39,02/01/21,807,521,16,270
3207,Kabupaten Ciamis,40,09/01/21,1003,537,16,450
,,,,,,,,,,,,,,,
3208,Kabupaten Kuningan,1,21/03/20,1,0,1,0
3208,Kabupaten Kuningan,2,28/03/20,2,0,1,1
3208,Kabupaten Kuningan,3,04/04/20,2,0,1,1
3208,Kabupaten Kuningan,4,11/04/20,3,0,1,2
3208,Kabupaten Kuningan,5,18/04/20,3,0,1,2
3208,Kabupaten Kuningan,6,25/04/20,5,0,2,3
3208,Kabupaten Kuningan,7,02/05/20,6,1,2,3
3208,Kabupaten Kuningan,8,09/05/20,7,2,2,3
3208,Kabupaten Kuningan,9,16/05/20,7,2,2,3
3208,Kabupaten Kuningan,10,23/05/20,14,2,2,10
3208,Kabupaten Kuningan,11,30/05/20,15,2,2,11
3208,Kabupaten Kuningan,12,06/06/20,15,4,2,9
3208,Kabupaten Kuningan,13,13/06/20,15,4,2,9
3208,Kabupaten Kuningan,14,20/06/20,16,12,2,2
3208,Kabupaten Kuningan,15,27/06/20,16,13,2,1
3208,Kabupaten Kuningan,16,04/07/20,24,14,2,8
3208,Kabupaten Kuningan,17,11/07/20,33,14,2,17
3208,Kabupaten Kuningan,18,18/07/20,40,25,2,13
3208,Kabupaten Kuningan,19,25/07/20,48,25,2,21
3208,Kabupaten Kuningan,20,01/08/20,49,25,2,22
3208,Kabupaten Kuningan,21,08/08/20,68,42,2,24
3208,Kabupaten Kuningan,22,15/08/20,76,57,2,17
3208,Kabupaten Kuningan,23,22/08/20,87,67,2,18
3208,Kabupaten Kuningan,24,29/08/20,112,69,2,41
3208,Kabupaten Kuningan,25,05/09/20,115,74,2,39
3208,Kabupaten Kuningan,26,12/09/20,117,74,2,41
3208,Kabupaten Kuningan,27,19/09/20,189,122,4,63
3208,Kabupaten Kuningan,28,26/09/20,208,152,5,51
3208,Kabupaten Kuningan,29,03/10/20,270,152,5,113
3208,Kabupaten Kuningan,30,10/10/20,685,177,7,501
3208,Kabupaten Kuningan,31,17/10/20,784,296,7,481
3208,Kabupaten Kuningan,32,24/10/20,807,299,7,501
3208,Kabupaten Kuningan,33,31/10/20,862,735,15,112
3208,Kabupaten Kuningan,34,07/11/20,867,799,15,53
3208,Kabupaten Kuningan,35,14/11/20,875,814,15,46
3208,Kabupaten Kuningan,36,21/11/20,891,851,16,24
3208,Kabupaten Kuningan,37,28/11/20,952,859,16,77
3208,Kabupaten Kuningan,38,05/12/20,1059,864,16,179
3208,Kabupaten Kuningan,39,12/12/20,1089,940,16,133
3208,Kabupaten Kuningan,40,19/12/20,1121,1049,16,56
3208,Kabupaten Kuningan,41,26/12/20,1164,1075,16,73
3208,Kabupaten Kuningan,42,02/01/21,1612,1145,16,451
3208,Kabupaten Kuningan,43,09/01/21,1679,1362,16,301
,,,,,,,,,,,,,,,
3209,Kabupaten Cirebon,1,14/03/20,1,0,0,1
3209,Kabupaten Cirebon,2,21/03/20,1,0,0,1
3209,Kabupaten Cirebon,3,28/03/20,1,0,0,1
3209,Kabupaten Cirebon,4,04/04/20,2,0,0,2
3209,Kabupaten Cirebon,5,11/04/20,2,0,0,2
3209,Kabupaten Cirebon,6,18/04/20,3,0,0,3
3209,Kabupaten Cirebon,7,25/04/20,4,2,0,2
3209,Kabupaten Cirebon,8,02/05/20,4,2,0,2
3209,Kabupaten Cirebon,9,09/05/20,6,2,0,4
3209,Kabupaten Cirebon,10,16/05/20,6,4,0,2
3209,Kabupaten Cirebon,11,23/05/20,7,4,1,2
3209,Kabupaten Cirebon,12,30/05/20,7,4,1,2
3209,Kabupaten Cirebon,13,06/06/20,7,4,1,2
3209,Kabupaten Cirebon,14,13/06/20,14,4,1,9
3209,Kabupaten Cirebon,15,20/06/20,14,7,2,5
3209,Kabupaten Cirebon,16,27/06/20,19,7,2,10
3209,Kabupaten Cirebon,17,04/07/20,21,10,2,9
3209,Kabupaten Cirebon,18,11/07/20,21,10,2,9
3209,Kabupaten Cirebon,19,18/07/20,29,17,3,9
3209,Kabupaten Cirebon,20,25/07/20,42,24,4,14
3209,Kabupaten Cirebon,21,01/08/20,43,24,4,15
3209,Kabupaten Cirebon,22,08/08/20,82,24,4,54
3209,Kabupaten Cirebon,23,15/08/20,88,32,5,51
3209,Kabupaten Cirebon,24,22/08/20,91,41,5,45
3209,Kabupaten Cirebon,25,29/08/20,97,42,5,50
3209,Kabupaten Cirebon,26,05/09/20,273,42,5,226
3209,Kabupaten Cirebon,27,12/09/20,275,191,5,79
3209,Kabupaten Cirebon,28,19/09/20,285,191,5,89
3209,Kabupaten Cirebon,29,26/09/20,777,239,30,508
3209,Kabupaten Cirebon,30,03/10/20,890,452,30,408
3209,Kabupaten Cirebon,31,10/10/20,993,591,53,349
3209,Kabupaten Cirebon,32,17/10/20,1047,690,55,302
3209,Kabupaten Cirebon,33,24/10/20,1140,816,58,266
3209,Kabupaten Cirebon,34,31/10/20,1168,923,62,183
3209,Kabupaten Cirebon,35,07/11/20,1179,960,62,157
3209,Kabupaten Cirebon,36,14/11/20,1204,1067,72,65
3209,Kabupaten Cirebon,37,21/11/20,1221,1103,72,46
3209,Kabupaten Cirebon,38,28/11/20,1347,1129,72,146
