kode_kab,kab/kota,Week,Date,Confirmed,Recovered,Deaths,Active
3218,Kabupaten Pangandaran,15,08/08/20,22,22,0,0
3218,Kabupaten Pangandaran,16,15/08/20,29,23,0,6
3218,Kabupaten Pangandaran,17,22/08/20,36,25,0,11
3218,Kabupaten Pangandaran,18,29/08/20,42,36,0,6
3218,Kabupaten Pangandaran,19,05/09/20,59,48,0,11
3218,Kabupaten Pangandaran,20,12/09/20,61,60,0,1
3218,Kabupaten Pangandaran,21,19/09/20,61,60,0,1
3218,Kabupaten Pangandaran,22,26/09/20,65,62,0,3
3218,Kabupaten Pangandaran,23,03/10/20,67,62,0,5
3218,Kabupaten Pangandaran,24,10/10/20,69,65,0,4
3218,Kabupaten Pangandaran,25,17/10/20,70,68,0,2
3218,Kabupaten Pangandaran,26,24/10/20,72,68,0,4
3218,Kabupaten Pangandaran,27,31/10/20,87,73,0,14
3218,Kabupaten Pangandaran,28,07/11/20,98,78,1,19
3218,Kabupaten Pangandaran,29,14/11/20,112,79,1,32
3218,Kabupaten Pangandaran,30,21/11/20,135,94,1,40
3218,Kabupaten Pangandaran,31,28/11/20,135,111,1,23
3218,Kabupaten Pangandaran,32,05/12/20,135,133,1,1
3218,Kabupaten Pangandaran,33,12/12/20,135,134,1,0
3218,Kabupaten Pangandaran,34,19/12/20,135,134,1,0
3218,Kabupaten Pangandaran,35,26/12/20,135,134,1,0
3218,Kabupaten Pangandaran,36,02/01/21,135,134,1,0
3218,Kabupaten Pangandaran,37,09/01/21,135,134,1,0
,,,,,,,,,,,,,,,
3271,Kota Bogor,1,21/03/20,4,0,0,4
3271,Kota Bogor,2,28/03/20,7,1,2,4
3271,Kota Bogor,3,04/04/20,38,1,6,31
3271,Kota Bogor,4,11/04/20,47,1,6,40
3271,Kota Bogor,5,18/04/20,55,3,6,46
3271,Kota Bogor,6,25/04/20,63,7,9,47
3271,Kota Bogor,7,02/05/20,66,7,9,50
3271,Kota Bogor,8,09/05/20,82,18,12,52
3271,Kota Bogor,9,16/05/20,86,18,12,56
3271,Kota Bogor,10,23/05/20,109,27,12,70
3271,Kota Bogor,11,30/05/20,112,28,13,71
3271,Kota Bogor,12,06/06/20,119,43,13,63
3271,Kota Bogor,13,13/06/20,127,55,13,59
3271,Kota Bogor,14,20/06/20,147,69,13,65
3271,Kota Bogor,15,27/06/20,152,82,13,57
3271,Kota Bogor,16,04/07/20,158,82,13,63
3271,Kota Bogor,17,11/07/20,192,101,15,76
3271,Kota Bogor,18,18/07/20,196,135,15,46
3271,Kota Bogor,19,25/07/20,240,154,16,70
3271,Kota Bogor,20,01/08/20,268,175,18,75
3271,Kota Bogor,21,08/08/20,289,184,18,87
3271,Kota Bogor,22,15/08/20,355,184,18,153
3271,Kota Bogor,23,22/08/20,421,216,21,184
3271,Kota Bogor,24,29/08/20,522,254,21,247
3271,Kota Bogor,25,05/09/20,583,258,21,304
3271,Kota Bogor,26,12/09/20,696,398,21,277
3271,Kota Bogor,27,19/09/20,791,423,21,347
3271,Kota Bogor,28,26/09/20,984,536,30,418
3271,Kota Bogor,29,03/10/20,1305,649,39,617
3271,Kota Bogor,30,10/10/20,1586,1007,39,540
3271,Kota Bogor,31,17/10/20,1730,1083,39,608
3271,Kota Bogor,32,24/10/20,1882,1198,39,645
3271,Kota Bogor,33,31/10/20,2000,1416,39,545
3271,Kota Bogor,34,07/11/20,2169,1627,39,503
3271,Kota Bogor,35,14/11/20,2444,1801,39,604
3271,Kota Bogor,36,21/11/20,2489,2077,39,373
3271,Kota Bogor,37,28/11/20,2494,2364,39,91
3271,Kota Bogor,38,05/12/20,2810,2410,39,361
3271,Kota Bogor,39,12/12/20,2941,2599,39,303
3271,Kota Bogor,40,19/12/20,3545,2809,42,694
3271,Kota Bogor,41,26/12/20,3576,3053,42,481
3271,Kota Bogor,42,02/01/21,3632,3433,42,157
3271,Kota Bogor,43,09/01/21,3633,3552,42,39
,,,,,,,,,,,,,,,
3272,Kota Sukabumi,1,11/04/20,5,0,0,5
3272,Kota Sukabumi,2,18/04/20,20,1,0,19
3272,Kota Sukabumi,3,25/04/20,26,1,0,25
3272,Kota Sukabumi,4,02/05/20,27,3,0,24
3272,Kota Sukabumi,5,09/05/20,35,5,0,30
3272,Kota Sukabumi,6,16/05/20,39,5,0,34
3272,Kota Sukabumi,7,23/05/20,44,9,0,35
3272,Kota Sukabumi,8,30/05/20,44,13,0,31
3272,Kota Sukabumi,9,06/06/20,44,21,0,23
3272,Kota Sukabumi,10,13/06/20,45,24,0,21
3272,Kota Sukabumi,11,20/06/20,46,29,0,17
3272,Kota Sukabumi,12,27/06/20,47,30,0,17
3272,Kota Sukabumi,13,04/07/20,66,53,0,13
3272,Kota Sukabumi,14,11/07/20,68,54,0,14
3272,Kota Sukabumi,15,18/07/20,74,54,0,20
3272,Kota Sukabumi,16,25/07/20,74,69,0,5
3272,Kota Sukabumi,17,01/08/20,74,72,0,2
3272,Kota Sukabumi,18,08/08/20,85,74,0,11
3272,Kota Sukabumi,19,15/08/20,113,97,0,16
3272,Kota Sukabumi,20,22/08/20,121,113,0,8
3272,Kota Sukabumi,21,29/08/20,127,118,0,9
3272,Kota Sukabumi,22,05/09/20,138,118,0,20
3272,Kota Sukabumi,23,12/09/20,174,127,0,47
3272,Kota Sukabumi,24,19/09/20,225,166,0,59
3272,Kota Sukabumi,25,26/09/20,243,176,1,66
3272,Kota Sukabumi,26,03/10/20,260,220,3,37
3272,Kota Sukabumi,27,10/10/20,318,235,4,79
3272,Kota Sukabumi,28,17/10/20,366,284,4,78
3272,Kota Sukabumi,29,24/10/20,376,292,4,80
3272,Kota Sukabumi,30,31/10/20,404,293,4,107
3272,Kota Sukabumi,31,07/11/20,411,359,5,47
3272,Kota Sukabumi,32,14/11/20,420,383,5,32
3272,Kota Sukabumi,33,21/11/20,453,411,6,36
3272,Kota Sukabumi,34,28/11/20,594,421,9,164
3272,Kota Sukabumi,35,05/12/20,643,447,10,186
3272,Kota Sukabumi,36,12/12/20,810,633,10,167
3272,Kota Sukabumi,37,19/12/20,936,633,10,293
3272,Kota Sukabumi,38,26/12/20,936,705,10,221
3272,Kota Sukabumi,39,02/01/21,936,926,10,0
3272,Kota Sukabumi,40,09/01/21,1051,926,10,115
,,,,,,,,,,,,,,,
3273,Kota Bandung,1,21/03/20,3,1,0,2
3273,Kota Bandung,2,28/03/20,8,2,1,5
3273,Kota Bandung,3,04/04/20,66,11,20,35
3273,Kota Bandung,4,11/04/20,93,13,25,55
3273,Kota Bandung,5,18/04/20,135,17,26,92
3273,Kota Bandung,6,25/04/20,172,20,27,125
3273,Kota Bandung,7,02/05/20,234,21,32,181
3273,Kota Bandung,8,09/05/20,249,38,34,177
3273,Kota Bandung,9,16/05/20,282,62,36,184
3273,Kota Bandung,10,23/05/20,296,90,38,168
3273,Kota Bandung,11,30/05/20,303,107,38,158
3273,Kota Bandung,12,06/06/20,319,138,40,141
3273,Kota Bandung,13,13/06/20,360,182,40,138
3273,Kota Bandung,14,20/06/20,381,228,40,113
3273,Kota Bandung,15,27/06/20,394,245,40,109
3273,Kota Bandung,16,04/07/20,405,265,41,99
3273,Kota Bandung,17,11/07/20,419,323,41,55
3273,Kota Bandung,18,18/07/20,448,374,43,31
3273,Kota Bandung,19,25/07/20,483,403,43,37
3273,Kota Bandung,20,01/08/20,500,426,43,31
3273,Kota Bandung,21,08/08/20,535,443,43,49
3273,Kota Bandung,22,15/08/20,656,547,45,64
3273,Kota Bandung,23,22/08/20,707,590,48,69
3273,Kota Bandung,24,29/08/20,764,633,49,82
3273,Kota Bandung,25,05/09/20,827,688,49,90
3273,Kota Bandung,26,12/09/20,958,717,51,190
3273,Kota Bandung,27,19/09/20,1092,846,53,193
3273,Kota Bandung,28,26/09/20,1227,1033,55,139
3273,Kota Bandung,29,03/10/20,1367,1150,59,158
3273,Kota Bandung,30,10/10/20,1556,1251,64,241
3273,Kota Bandung,31,17/10/20,1707,1466,70,171
3273,Kota Bandung,32,24/10/20,1860,1533,79,248
3273,Kota Bandung,33,31/10/20,2015,1703,84,228
3273,Kota Bandung,34,07/11/20,2181,1888,91,202
3273,Kota Bandung,35,14/11/20,2399,2035,98,266
3273,Kota Bandung,36,21/11/20,2839,2391,109,339
3273,Kota Bandung,37,28/11/20,3384,2679,113,592
3273,Kota Bandung,38,05/12/20,4014,3186,121,707
3273,Kota Bandung,39,12/12/20,4558,3540,134,884
3273,Kota Bandung,40,19/12/20,5019,4218,147,654
3273,Kota Bandung,41,26/12/20,5419,4645,154,620
3273,Kota Bandung,42,02/01/21,5758,5022,154,582
3273,Kota Bandung,43,09/01/21,6164,5350,157,657
,,,,,,,,,,,,,,,
3274,Kota Cirebon,1,11/04/20,1,0,0,1
3274,Kota Cirebon,2,18/04/20,1,0,1,0
3274,Kota Cirebon,3,25/04/20,1,0,1,0
3274,Kota Cirebon,4,02/05/20,2,0,1,1
3274,Kota Cirebon,5,09/05/20,2,0,1,1
3274,Kota Cirebon,6,16/05/20,2,0,1,1
3274,Kota Cirebon,7,23/05/20,7,1,1,5
3274,Kota Cirebon,8,30/05/20,7,1,1,5
3274,Kota Cirebon,9,06/06/20,7,5,1,1
3274,Kota Cirebon,10,13/06/20,7,5,1,1
3274,Kota Cirebon,11,20/06/20,7,6,1,0
3274,Kota Cirebon,12,27/06/20,9,6,1,2
3274,Kota Cirebon,13,04/07/20,25,6,1,18
3274,Kota Cirebon,14,11/07/20,28,6,1,21
3274,Kota Cirebon,15,18/07/20,29,18,2,9
3274,Kota Cirebon,16,25/07/20,30,18,2,10
3274,Kota Cirebon,17,01/08/20,33,18,2,13
3274,Kota Cirebon,18,08/08/20,46,24,2,20
3274,Kota Cirebon,19,15/08/20,50,25,4,21
3274,Kota Cirebon,20,22/08/20,54,29,5,20
3274,Kota Cirebon,21,29/08/20,72,29,5,38
3274,Kota Cirebon,22,05/09/20,91,29,5,57
3274,Kota Cirebon,23,12/09/20,100,29,5,66
3274,Kota Cirebon,24,19/09/20,118,53,5,60
3274,Kota Cirebon,25,26/09/20,232,66,8,158
3274,Kota Cirebon,26,03/10/20,273,141,8,124
3274,Kota Cirebon,27,10/10/20,278,159,12,107
3274,Kota Cirebon,28,17/10/20,300,204,17,79
3274,Kota Cirebon,29,24/10/20,330,223,17,90
3274,Kota Cirebon,30,31/10/20,343,256,17,70
3274,Kota Cirebon,31,07/11/20,365,274,18,73
3274,Kota Cirebon,32,14/11/20,377,306,18,53
3274,Kota Cirebon,33,21/11/20,420,346,18,56
3274,Kota Cirebon,34,28/11/20,420,359,18,43
3274,Kota Cirebon,35,05/12/20,579,396,18,165
3274,Kota Cirebon,36,12/12/20,579,515,18,46
3274,Kota Cirebon,37,19/12/20,579,561,18,0
3274,Kota Cirebon,38,26/12/20,581,561,18,2
3274,Kota Cirebon,39,02/01/21,581,561,18,2
3274,Kota Cirebon,40,09/01/21,584,563,18,3
,,,,,,,,,,,,,,,
3275,Kota Bekasi,1,14/03/20,2,0,0,2
3275,Kota Bekasi,2,21/03/20,13,0,0,13
3275,Kota Bekasi,3,28/03/20,25,2,0,23
3275,Kota Bekasi,4,04/04/20,38,2,1,35
3275,Kota Bekasi,5,11/04/20,40,3,4,33
3275,Kota Bekasi,6,18/04/20,52,3,4,45
3275,Kota Bekasi,7,25/04/20,64,5,4,55
3275,Kota Bekasi,8,02/05/20,81,19,4,58
3275,Kota Bekasi,9,09/05/20,267,24,6,237
3275,Kota Bekasi,10,16/05/20,297,28,6,263
3275,Kota Bekasi,11,23/05/20,402,151,27,224
3275,Kota Bekasi,12,30/05/20,418,159,27,232
3275,Kota Bekasi,13,06/06/20,434,161,27,246
3275,Kota Bekasi,14,13/06/20,454,165,28,261
3275,Kota Bekasi,15,20/06/20,476,165,28,283
3275,Kota Bekasi,16,27/06/20,504,214,30,260
3275,Kota Bekasi,17,04/07/20,549,214,30,305
3275,Kota Bekasi,18,11/07/20,583,214,30,339
3275,Kota Bekasi,19,18/07/20,649,250,30,369
3275,Kota Bekasi,20,25/07/20,721,250,30,441
3275,Kota Bekasi,21,01/08/20,804,268,30,506
3275,Kota Bekasi,22,08/08/20,936,268,30,638
3275,Kota Bekasi,23,15/08/20,1170,269,30,871
3275,Kota Bekasi,24,22/08/20,1340,277,30,1033
3275,Kota Bekasi,25,29/08/20,1694,829,30,835
3275,Kota Bekasi,26,05/09/20,2026,939,30,1057
3275,Kota Bekasi,27,12/09/20,2416,942,30,1444
3275,Kota Bekasi,28,19/09/20,3006,1343,30,1633
3275,Kota Bekasi,29,26/09/20,3901,2496,35,1370
3275,Kota Bekasi,30,03/10/20,4352,2674,95,1583
3275,Kota Bekasi,31,10/10/20,4878,2997,99,1782
3275,Kota Bekasi,32,17/10/20,5365,3606,99,1660
3275,Kota Bekasi,33,24/10/20,6115,4310,121,1684
3275,Kota Bekasi,34,31/10/20,6725,4477,131,2117
3275,Kota Bekasi,35,07/11/20,7523,5086,131,2306
3275,Kota Bekasi,36,14/11/20,8411,6093,142,2176
3275,Kota Bekasi,37,21/11/20,8988,7124,142,1722
3275,Kota Bekasi,38,28/11/20,9485,8289,144,1052
3275,Kota Bekasi,39,05/12/20,10003,9062,145,796
3275,Kota Bekasi,40,12/12/20,11050,9823,149,1078
3275,Kota Bekasi,41,19/12/20,12094,10637,151,1306
3275,Kota Bekasi,42,26/12/20,13376,11366,157,1853
3275,Kota Bekasi,43,02/01/21,14569,12354,164,2051
3275,Kota Bekasi,44,09/01/21,16551,13502,164,2885
,,,,,,,,,,,,,,,
3276,Kota Depok,1,07/03/20,2,0,0,2
3276,Kota Depok,2,14/03/20,3,3,0,0
3276,Kota Depok,3,21/03/20,9,3,1,5
3276,Kota Depok,4,28/03/20,28,4,2,22
3276,Kota Depok,5,04/04/20,52,6,2,44
3276,Kota Depok,6,11/04/20,60,9,2,49
3276,Kota Depok,7,18/04/20,139,15,10,114
3276,Kota Depok,8,25/04/20,205,17,14,174
3276,Kota Depok,9,02/05/20,245,28,14,203
3276,Kota Depok,10,09/05/20,293,37,15,241
3276,Kota Depok,11,16/05/20,333,38,15,280
3276,Kota Depok,12,23/05/20,403,83,17,303
3276,Kota Depok,13,30/05/20,444,149,24,271
3276,Kota Depok,14,06/06/20,531,172,29,330
3276,Kota Depok,15,13/06/20,579,269,29,281
3276,Kota Depok,16,20/06/20,659,343,31,285
3276,Kota Depok,17,27/06/20,718,364,31,323
3276,Kota Depok,18,04/07/20,816,455,31,330
3276,Kota Depok,19,11/07/20,852,513,33,306
3276,Kota Depok,20,18/07/20,936,570,33,333
3276,Kota Depok,21,25/07/20,1106,716,41,349
3276,Kota Depok,22,01/08/20,1228,720,41,467
3276,Kota Depok,23,08/08/20,1326,874,46,406
3276,Kota Depok,24,15/08/20,1516,923,48,545
3276,Kota Depok,25,22/08/20,1582,989,53,540
3276,Kota Depok,26,29/08/20,1750,989,53,708
3276,Kota Depok,27,05/09/20,2012,989,53,970
3276,Kota Depok,28,12/09/20,2328,1320,59,949
3276,Kota Depok,29,19/09/20,2580,1514,64,1002
3276,Kota Depok,30,26/09/20,3643,2144,81,1418
3276,Kota Depok,31,03/10/20,4018,2276,81,1661
3276,Kota Depok,32,10/10/20,4490,2707,88,1695
3276,Kota Depok,33,17/10/20,5004,3038,88,1878
3276,Kota Depok,34,24/10/20,5571,3775,167,1629
3276,Kota Depok,35,31/10/20,5888,4106,177,1605
3276,Kota Depok,36,07/11/20,6307,4686,204,1417
3276,Kota Depok,37,14/11/20,6728,5262,204,1262
3276,Kota Depok,38,21/11/20,6736,5947,204,585
3276,Kota Depok,39,28/11/20,7113,6480,204,429
3276,Kota Depok,40,05/12/20,8263,6537,204,1522
3276,Kota Depok,41,12/12/20,9253,7199,204,1850
3276,Kota Depok,42,19/12/20,10527,8252,204,2071
3276,Kota Depok,43,26/12/20,11420,8713,204,2503
3276,Kota Depok,44,02/01/21,12985,10225,204,2556
3276,Kota Depok,45,09/01/21,15358,11765,204,3389
,,,,,,,,,,,,,,,
3277,Kota Cimahi,1,28/03/20,4,0,1,3
3277,Kota Cimahi,2,04/04/20,7,0,3,4
3277,Kota Cimahi,3,11/04/20,17,0,3,14
3277,Kota Cimahi,4,18/04/20,32,1,3,28
3277,Kota Cimahi,5,25/04/20,43,5,3,35
3277,Kota Cimahi,6,02/05/20,52,9,3,40
3277,Kota Cimahi,7,09/05/20,61,15,3,43
3277,Kota Cimahi,8,16/05/20,69,16,3,50
3277,Kota Cimahi,9,23/05/20,73,16,3,54
3277,Kota Cimahi,10,30/05/20,84,30,3,51
3277,Kota Cimahi,11,06/06/20,84,37,3,44
3277,Kota Cimahi,12,13/06/20,88,44,3,41
3277,Kota Cimahi,13,20/06/20,89,49,3,37
3277,Kota Cimahi,14,27/06/20,99,61,3,35
3277,Kota Cimahi,15,04/07/20,101,62,4,35
3277,Kota Cimahi,16,11/07/20,110,76,4,30
3277,Kota Cimahi,17,18/07/20,113,91,4,18
3277,Kota Cimahi,18,25/07/20,119,98,4,17
3277,Kota Cimahi,19,01/08/20,123,104,4,15
3277,Kota Cimahi,20,08/08/20,153,108,4,41
3277,Kota Cimahi,21,15/08/20,158,119,4,35
3277,Kota Cimahi,22,22/08/20,164,121,4,39
3277,Kota Cimahi,23,29/08/20,202,124,4,74
3277,Kota Cimahi,24,05/09/20,224,124,4,96
3277,Kota Cimahi,25,12/09/20,272,128,4,140
3277,Kota Cimahi,26,19/09/20,288,137,4,147
3277,Kota Cimahi,27,26/09/20,304,204,4,96
3277,Kota Cimahi,28,03/10/20,394,204,4,186
3277,Kota Cimahi,29,10/10/20,472,249,4,219
3277,Kota Cimahi,30,17/10/20,526,295,4,227
3277,Kota Cimahi,31,24/10/20,601,311,4,286
3277,Kota Cimahi,32,31/10/20,645,399,4,242
3277,Kota Cimahi,33,07/11/20,827,480,4,343
3277,Kota Cimahi,34,14/11/20,1099,599,8,492
3277,Kota Cimahi,35,21/11/20,1249,789,9,451
3277,Kota Cimahi,36,28/11/20,1289,1067,9,213
3277,Kota Cimahi,37,05/12/20,1833,1236,10,587
3277,Kota Cimahi,38,12/12/20,2358,1448,37,873
3277,Kota Cimahi,39,19/12/20,2577,1983,42,552
3277,Kota Cimahi,40,26/12/20,2663,2317,45,301
3277,Kota Cimahi,41,02/01/21,2814,2539,45,230
3277,Kota Cimahi,42,09/01/21,2950,2626,45,279
,,,,,,,,,,,,,,,
3278,Kota Tasikmalaya,1,28/03/20,1,0,0,1
3278,Kota Tasikmalaya,2,04/04/20,1,0,0,1
3278,Kota Tasikmalaya,3,11/04/20,3,0,0,3
3278,Kota Tasikmalaya,4,18/04/20,3,0,0,3
3278,Kota Tasikmalaya,5,25/04/20,7,2,0,5
3278,Kota Tasikmalaya,6,02/05/20,13,2,0,11
3278,Kota Tasikmalaya,7,09/05/20,16,2,1,13
3278,Kota Tasikmalaya,8,16/05/20,19,2,1,16
3278,Kota Tasikmalaya,9,23/05/20,21,2,1,18
3278,Kota Tasikmalaya,10,30/05/20,24,5,1,18
3278,Kota Tasikmalaya,11,06/06/20,24,14,2,8
3278,Kota Tasikmalaya,12,13/06/20,24,14,2,8
3278,Kota Tasikmalaya,13,20/06/20,24,14,2,8
3278,Kota Tasikmalaya,14,27/06/20,24,14,2,8
3278,Kota Tasikmalaya,15,04/07/20,24,22,2,0
3278,Kota Tasikmalaya,16,11/07/20,25,22,2,1
3278,Kota Tasikmalaya,17,18/07/20,25,22,2,1
3278,Kota Tasikmalaya,18,25/07/20,27,22,2,3
3278,Kota Tasikmalaya,19,01/08/20,27,22,2,3
3278,Kota Tasikmalaya,20,08/08/20,28,22,2,4
3278,Kota Tasikmalaya,21,15/08/20,32,22,2,8
3278,Kota Tasikmalaya,22,22/08/20,32,22,2,8
3278,Kota Tasikmalaya,23,29/08/20,40,22,2,16
3278,Kota Tasikmalaya,24,05/09/20,58,22,3,33
3278,Kota Tasikmalaya,25,12/09/20,58,22,3,33
3278,Kota Tasikmalaya,26,19/09/20,58,43,3,12
3278,Kota Tasikmalaya,27,26/09/20,59,48,3,8
3278,Kota Tasikmalaya,28,03/10/20,63,48,3,12
3278,Kota Tasikmalaya,29,10/10/20,69,55,3,11
3278,Kota Tasikmalaya,30,17/10/20,75,55,3,17
3278,Kota Tasikmalaya,31,24/10/20,161,56,3,102
3278,Kota Tasikmalaya,32,31/10/20,162,133,3,26
3278,Kota Tasikmalaya,33,07/11/20,165,137,3,25
3278,Kota Tasikmalaya,34,14/11/20,171,155,3,13
3278,Kota Tasikmalaya,35,21/11/20,597,328,7,262
3278,Kota Tasikmalaya,36,28/11/20,597,338,9,250
3278,Kota Tasikmalaya,37,05/12/20,1004,573,13,418
3278,Kota Tasikmalaya,38,12/12/20,1004,578,19,407
3278,Kota Tasikmalaya,39,19/12/20,1088,984,20,84
3278,Kota Tasikmalaya,40,26/12/20,1592,984,20,588
3278,Kota Tasikmalaya,41,02/01/21,2055,1086,20,949
3278,Kota Tasikmalaya,42,09/01/21,2076,1718,20,338
,,,,,,,,,,,,,,,
3279,Kota Banjar,1,11/04/20,1,0,0,1
3279,Kota Banjar,2,18/04/20,2,0,0,2
3279,Kota Banjar,3,25/04/20,2,1,0,1
3279,Kota Banjar,4,02/05/20,3,1,0,2
3279,Kota Banjar,5,09/05/20,3,3,0,0
3279,Kota Banjar,6,16/05/20,3,3,0,0
3279,Kota Banjar,7,23/05/20,7,6,1,0
3279,Kota Banjar,8,30/05/20,7,6,1,0
3279,Kota Banjar,9,06/06/20,7,6,1,0
3279,Kota Banjar,10,13/06/20,7,6,1,0
3279,Kota Banjar,11,20/06/20,7,6,1,0
3279,Kota Banjar,12,27/06/20,7,6,1,0
3279,Kota Banjar,13,04/07/20,7,6,1,0
3279,Kota Banjar,14,11/07/20,10,6,1,3
3279,Kota Banjar,15,18/07/20,10,6,1,3
3279,Kota Banjar,16,25/07/20,10,6,1,3
3279,Kota Banjar,17,01/08/20,10,6,1,3
3279,Kota Banjar,18,08/08/20,10,9,1,0
3279,Kota Banjar,19,15/08/20,10,9,1,0
3279,Kota Banjar,20,22/08/20,10,9,1,0
3279,Kota Banjar,21,29/08/20,11,9,1,1
3279,Kota Banjar,22,05/09/20,11,9,1,1
3279,Kota Banjar,23,12/09/20,11,9,1,1
3279,Kota Banjar,24,19/09/20,11,9,1,1
3279,Kota Banjar,25,26/09/20,12,10,1,1
3279,Kota Banjar,26,03/10/20,13,10,1,2
3279,Kota Banjar,27,10/10/20,41,10,1,30
3279,Kota Banjar,28,17/10/20,42,10,1,31
3279,Kota Banjar,29,24/10/20,44,11,1,32
3279,Kota Banjar,30,31/10/20,67,41,2,24
3279,Kota Banjar,31,07/11/20,67,41,2,24
3279,Kota Banjar,32,14/11/20,67,43,3,21
3279,Kota Banjar,33,21/11/20,67,43,24,0
3279,Kota Banjar,34,28/11/20,170,61,24,85
3279,Kota Banjar,35,05/12/20,202,61,24,117
3279,Kota Banjar,36,12/12/20,233,166,24,43
3279,Kota Banjar,37,19/12/20,251,187,24,40
3279,Kota Banjar,38,26/12/20,265,206,24,35
3279,Kota Banjar,39,02/01/21,326,227,24,75
3279,Kota Banjar,40,09/01/21,373,254,24,95
